1371,उपेन्द्र,1.1.20.1.1,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1381,इन्द्रावरज,1.1.20.1.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1391,चक्रपाणि,1.1.20.1.3,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1401,चतुर्भुज,1.1.20.1.4,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1411,पद्मनाभ,1.1.20.2.1,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1421,मधुरिपु,1.1.20.2.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1431,वासुदेव,1.1.20.2.3,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1441,त्रिविक्रम,1.1.20.2.4,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1451,देवकीनन्दन,1.1.21.1.1,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1461,शौरि,1.1.21.1.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1462,सौरि,1.1.21.1.2.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1471,श्रीपति,1.1.21.1.3,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1481,पुरुषोत्तम,1.1.21.1.4,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1491,वनमालिन्,1.1.21.2.1,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1501,बलिध्वंसिन्,1.1.21.2.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1511,कंसाराति,1.1.21.2.3,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1521,अधोक्षज,1.1.21.2.4,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1531,विश्वम्भर,1.1.22.1.1,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1541,कैटभजित्,1.1.22.1.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1551,विधु,1.1.22.1.3,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1561,श्रीवत्सलाञ्छन,1.1.22.1.4,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1571,पुराणपुरुष,1.1.22.2.1,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1581,यज्ञपुरुष,1.1.22.2.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1591,नरकान्तक,1.1.22.2.3,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1601,जलशायिन्,1.1.22.3.1,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1611,विश्वरूप,1.1.22.3.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1621,मुकुन्द,1.1.22.3.3,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1631,मुरमर्दन,1.1.22.3.4,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1641,वसुदेव,1.1.22.4.1,पुं.,स्वर्गवर्गः,वसुदेवः,,,,,,,,,अलौकिकचेतनः,,
1651,आनकदुन्दुभि,1.1.22.4.2,पुं.,स्वर्गवर्गः,वसुदेवः,,,,,,,,,अलौकिकचेतनः,,
1661,बलभद्र,1.1.23.1.1,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1671,प्रलम्बघ्न,1.1.23.1.2,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1681,बलदेव,1.1.23.1.3,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1691,अच्युताग्रज,1.1.23.1.4,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1701,रेवतीरमण,1.1.23.2.1,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1711,राम,1.1.23.2.2,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1721,कामपाल,1.1.23.2.3,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1731,हलायुध,1.1.23.2.4,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1741,नीलाम्बर,1.1.24.1.1,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1751,रौहिणेय,1.1.24.1.2,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1761,तालाङ्क,1.1.24.1.3,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1771,मुसलिन्,1.1.24.1.4,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1772,मुषलिन्,1.1.24.1.4,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1781,हलिन्,1.1.24.1.5,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1791,सङ्कर्षण,1.1.24.2.1,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1801,सीरपाणि,1.1.24.2.2,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1811,कालिन्दीभेदन,1.1.24.2.3,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
1821,बल,1.1.24.2.4,पुं.,स्वर्गवर्गः,बलभद्रः,,,,,,,,,देवता,,
