1541,कैटभजित्,1.1.22.1.2,स्वर्गवर्गः,विष्णुः,vishnu
1551,विधु,1.1.22.1.3,स्वर्गवर्गः,विष्णुः,vishnu
1561,श्रीवत्सलाञ्छन,1.1.22.1.4,स्वर्गवर्गः,विष्णुः,vishnu
1571,पुराणपुरुष,1.1.22.2.1,स्वर्गवर्गः,विष्णुः,vishnu
1581,यज्ञपुरुष,1.1.22.2.2,स्वर्गवर्गः,विष्णुः,vishnu
1591,नरकान्तक,1.1.22.2.3,स्वर्गवर्गः,विष्णुः,vishnu
1601,जलशायिन्,1.1.22.3.1,स्वर्गवर्गः,विष्णुः,vishnu
1611,विश्वरूप,1.1.22.3.2,स्वर्गवर्गः,विष्णुः,vishnu
1621,मुकुन्द,1.1.22.3.3,स्वर्गवर्गः,विष्णुः,vishnu
1631,मुरमर्दन,1.1.22.3.4,स्वर्गवर्गः,विष्णुः,vishnu
1641,वसुदेव,1.1.22.4.1,स्वर्गवर्गः,वसुदेवः,his father
1651,आनकदुन्दुभि,1.1.22.4.2,स्वर्गवर्गः,वसुदेवः,his father
1661,बलभद्र,1.1.23.1.1,स्वर्गवर्गः,बलभद्रः,balarama
1671,प्रलम्बघ्न,1.1.23.1.2,स्वर्गवर्गः,बलभद्रः,balarama
1681,बलदेव,1.1.23.1.3,स्वर्गवर्गः,बलभद्रः,balarama
1691,अच्युताग्रज,1.1.23.1.4,स्वर्गवर्गः,बलभद्रः,balarama
1701,रेवतीरमण,1.1.23.2.1,स्वर्गवर्गः,बलभद्रः,balarama
1711,राम,1.1.23.2.2,स्वर्गवर्गः,बलभद्रः,balarama
1721,कामपाल,1.1.23.2.3,स्वर्गवर्गः,बलभद्रः,balarama
1731,हलायुध,1.1.23.2.4,स्वर्गवर्गः,बलभद्रः,balarama
1741,नीलाम्बर,1.1.24.1.1,स्वर्गवर्गः,बलभद्रः,balarama
1751,रौहिणेय,1.1.24.1.2,स्वर्गवर्गः,बलभद्रः,balarama
1761,तालाङ्क,1.1.24.1.3,स्वर्गवर्गः,बलभद्रः,balarama
1771,मुसलिन्,1.1.24.1.4,स्वर्गवर्गः,बलभद्रः,balarama
1781,हलिन्,1.1.24.1.5,स्वर्गवर्गः,बलभद्रः,balarama
1791,सङ्कर्षण,1.1.24.2.1,स्वर्गवर्गः,बलभद्रः,balarama
1801,सीरपाणि,1.1.24.2.2,स्वर्गवर्गः,बलभद्रः,balarama
1811,कालिन्दीभेदन,1.1.24.2.3,स्वर्गवर्गः,बलभद्रः,balarama
1821,बल,1.1.24.2.4,स्वर्गवर्गः,बलभद्रः,balarama
1831,मदन,1.1.25.1.1,स्वर्गवर्गः,कामदेवः,kamadeva
1841,मन्मथ,1.1.25.1.2,स्वर्गवर्गः,कामदेवः,kamadeva
1851,मार,1.1.25.1.3,स्वर्गवर्गः,कामदेवः,kamadeva
1861,प्रद्युम्न,1.1.25.1.4,स्वर्गवर्गः,कामदेवः,kamadeva
1871,मीनकेतन,1.1.25.1.5,स्वर्गवर्गः,कामदेवः,kamadeva
1881,कन्दर्प,1.1.25.2.1,स्वर्गवर्गः,कामदेवः,kamadeva
1891,दर्पक,1.1.25.2.2,स्वर्गवर्गः,कामदेवः,kamadeva
1901,अनङ्ग,1.1.25.2.3,स्वर्गवर्गः,कामदेवः,kamadeva
1911,काम,1.1.25.2.4,स्वर्गवर्गः,कामदेवः,kamadeva
1921,पञ्चशर,1.1.25.2.5,स्वर्गवर्गः,कामदेवः,kamadeva
1931,स्मर,1.1.25.2.6,स्वर्गवर्गः,कामदेवः,kamadeva
1941,शम्बरारि,1.1.26.1.1,स्वर्गवर्गः,कामदेवः,kamadeva
1951,मनसिज,1.1.26.1.2,स्वर्गवर्गः,कामदेवः,kamadeva
1961,कुसुमेषु,1.1.26.1.3,स्वर्गवर्गः,कामदेवः,kamadeva
1971,अनन्यज,1.1.26.1.4,स्वर्गवर्गः,कामदेवः,kamadeva
1981,पुष्पधन्वन्,1.1.26.2.1,स्वर्गवर्गः,कामदेवः,kamadeva
1991,रतिपति,1.1.26.2.2,स्वर्गवर्गः,कामदेवः,kamadeva
2001,मकरध्वज,1.1.26.2.3,स्वर्गवर्गः,कामदेवः,kamadeva
2011,आत्मभू,1.1.26.2.4,स्वर्गवर्गः,कामदेवः,kamadeva
2021,अरविन्द,1.1.26.3.1,स्वर्गवर्गः,कामबाणः,kama's arrow
2031,अशोक,1.1.26.3.2,स्वर्गवर्गः,कामबाणः,kama's arrow
2041,चूत,1.1.26.3.3,स्वर्गवर्गः,कामबाणः,kama's arrow
2051,नवमल्लिका,1.1.26.3.4,स्वर्गवर्गः,कामबाणः,kama's arrow
2061,नीलोत्पल,1.1.26.4.1,स्वर्गवर्गः,कामबाणः,kama's arrow
2071,पञ्चबाण,1.1.26.4.2,स्वर्गवर्गः,कामदेवः,kamadeva
2081,उन्मादन,1.1.26.5.1,स्वर्गवर्गः,कामबाणः,kama's arrow
2091,तापन,1.1.26.5.2,स्वर्गवर्गः,कामबाणः,kama's arrow
2101,शोषण,1.1.26.5.3,स्वर्गवर्गः,कामबाणः,kama's arrow
2111,स्तम्भन,1.1.26.5.4,स्वर्गवर्गः,कामबाणः,kama's arrow
2121,सम्मोहन,1.1.26.6.1,स्वर्गवर्गः,कामबाणः,kama's arrow
2131,काम,1.1.26.6.2,स्वर्गवर्गः,कामदेवः,kamadeva
2141,ब्रह्मसू,1.1.27.1.1,स्वर्गवर्गः,कामदेवः,kamadeva
2151,विश्वकेतु,1.1.27.1.2,स्वर्गवर्गः,कामदेवः,kamadeva
2161,अनिरुद्ध,1.1.27.1.3,स्वर्गवर्गः,अनिरुद्धः,aniruddha
2171,उषापति,1.1.27.1.4,स्वर्गवर्गः,अनिरुद्धः,aniruddha
2181,लक्ष्मी,1.1.27.2.1,स्वर्गवर्गः,लक्ष्मी,lakshmi
2191,पद्मालया,1.1.27.2.2,स्वर्गवर्गः,लक्ष्मी,lakshmi
2201,पद्मा,1.1.27.2.3,स्वर्गवर्गः,लक्ष्मी,lakshmi
2211,कमला,1.1.27.2.4,स्वर्गवर्गः,लक्ष्मी,lakshmi
2221,श्री,1.1.27.2.5,स्वर्गवर्गः,लक्ष्मी,lakshmi
2231,हरिप्रिया,1.1.27.2.6,स्वर्गवर्गः,लक्ष्मी,lakshmi
2241,इन्दिरा,1.1.27.3.1,स्वर्गवर्गः,लक्ष्मी,lakshmi
2251,लोकमातृ,1.1.27.3.2,स्वर्गवर्गः,लक्ष्मी,lakshmi
2261,मा,1.1.27.3.3,स्वर्गवर्गः,लक्ष्मी,lakshmi
2271,क्षीरोदतनया,1.1.27.3.4,स्वर्गवर्गः,लक्ष्मी,lakshmi
2281,रमा,1.1.27.3.5,स्वर्गवर्गः,लक्ष्मी,lakshmi
2291,भार्गवी,1.1.27.4.1,स्वर्गवर्गः,लक्ष्मी,lakshmi
2301,लोकजननी,1.1.27.4.2,स्वर्गवर्गः,लक्ष्मी,lakshmi
2311,क्षीरसागरकन्यका,1.1.27.4.3,स्वर्गवर्गः,लक्ष्मी,lakshmi
2321,लक्ष्मीपति,1.1.28.1.1,स्वर्गवर्गः,विष्णुः,vishnu
2331,पाञ्चजन्य,1.1.28.1.2,स्वर्गवर्गः,विष्णुशङ्खः,vishnu
2341,सुदर्शन,1.1.28.1.3,स्वर्गवर्गः,विष्णुचक्रम्,vishnu's discus
2351,कौमोदकी,1.1.28.2.1,स्वर्गवर्गः,विष्णुगदा,vishnu's mace
2361,नन्दक,1.1.28.2.2,स्वर्गवर्गः,विष्णुखड्गः,vishnu's sword
2371,कौस्तुभ,1.1.28.2.3,स्वर्गवर्गः,विष्णोः_मणिः,vishnu's jewel
2381,शार्ङ्ग,1.1.28.3.1,स्वर्गवर्गः,विष्णुचापः,vishnu's bow
2391,मुरारि,1.1.28.3.2,स्वर्गवर्गः,विष्णुः,vishnu
2401,श्रीवत्स,1.1.28.3.3,स्वर्गवर्गः,विष्णुलाञ्छनम्,vishnu's mark
2411,शैब्य,1.1.28.4.1,स्वर्गवर्गः,विष्णोः_अश्वः,vishnu's horse
2421,सुग्रीव,1.1.28.4.2,स्वर्गवर्गः,विष्णोः_अश्वः,vishnu's horse
2431,मेघपुष्प,1.1.28.4.3,स्वर्गवर्गः,विष्णोः_अश्वः,vishnu's horse
2441,बलाहक,1.1.28.4.4,स्वर्गवर्गः,विष्णोः_अश्वः,vishnu's horse
2451,दारुक,1.1.28.5.1,स्वर्गवर्गः,विष्णोः_सारथिः,vishnu's charioteer
2461,उद्धव,1.1.28.5.2,स्वर्गवर्गः,विष्णोः_मन्त्रिः,vishnu's minister
2471,गद,1.1.28.5.3,स्वर्गवर्गः,कृष्णानुजः,vishnu's brother
2481,गरुत्मत्,1.1.29.1.1,स्वर्गवर्गः,गरुडः,garuda
2491,गरुड,1.1.29.1.2,स्वर्गवर्गः,गरुडः,garuda
2501,तार्क्ष्य,1.1.29.1.3,स्वर्गवर्गः,गरुडः,garuda
2511,वैनतेय,1.1.29.1.4,स्वर्गवर्गः,गरुडः,garuda
2521,खगेश्वर,1.1.29.1.5,स्वर्गवर्गः,गरुडः,garuda
2531,नागान्तक,1.1.29.2.1,स्वर्गवर्गः,गरुडः,garuda
2541,विष्णुरथ,1.1.29.2.2,स्वर्गवर्गः,गरुडः,garuda
2551,सुपर्ण,1.1.29.2.3,स्वर्गवर्गः,गरुडः,garuda
2561,पन्नगाशन,1.1.29.2.4,स्वर्गवर्गः,गरुडः,garuda
2571,शम्भु,1.1.30.1.1,स्वर्गवर्गः,शिवः,shiva
2581,ईश,1.1.30.1.2,स्वर्गवर्गः,शिवः,shiva
2591,पशुपति,1.1.30.1.3,स्वर्गवर्गः,शिवः,shiva
2601,शिव,1.1.30.1.4,स्वर्गवर्गः,शिवः,shiva
2611,शूलिन्,1.1.30.1.5,स्वर्गवर्गः,शिवः,shiva
2621,महेश्वर,1.1.30.1.6,स्वर्गवर्गः,शिवः,shiva
2631,ईश्वर,1.1.30.2.1,स्वर्गवर्गः,शिवः,shiva
2641,शर्व,1.1.30.2.2,स्वर्गवर्गः,शिवः,shiva
2651,ईशान,1.1.30.2.3,स्वर्गवर्गः,शिवः,shiva
2661,शङ्कर,1.1.30.2.4,स्वर्गवर्गः,शिवः,shiva
2671,चन्द्रशेखर,1.1.30.2.5,स्वर्गवर्गः,शिवः,shiva
2681,भूतेश,1.1.31.1.1,स्वर्गवर्गः,शिवः,shiva
2691,खण्डपरशु,1.1.31.1.2,स्वर्गवर्गः,शिवः,shiva
2701,गिरीश,1.1.31.1.3,स्वर्गवर्गः,शिवः,shiva
2711,गिरिश,1.1.31.1.4,स्वर्गवर्गः,शिवः,shiva
2721,मृड,1.1.31.1.5,स्वर्गवर्गः,शिवः,shiva
2731,मृत्युञ्जय,1.1.31.2.1,स्वर्गवर्गः,शिवः,shiva
2741,कृत्तिवासस्,1.1.31.2.2,स्वर्गवर्गः,शिवः,shiva
2751,पिनाकिन्,1.1.31.2.3,स्वर्गवर्गः,शिवः,shiva
2761,प्रमथाधिप,1.1.31.2.4,स्वर्गवर्गः,शिवः,shiva
2771,उग्र,1.1.32.1.1,स्वर्गवर्गः,शिवः,shiva
2781,कपर्दिन्,1.1.32.1.2,स्वर्गवर्गः,शिवः,shiva
2791,श्रीकण्ठ,1.1.32.1.3,स्वर्गवर्गः,शिवः,shiva
2801,शितिकण्ठ,1.1.32.1.4,स्वर्गवर्गः,शिवः,shiva
2811,कपालभृत्,1.1.32.1.5,स्वर्गवर्गः,शिवः,shiva
2821,वामदेव,1.1.32.2.1,स्वर्गवर्गः,शिवः,shiva
2831,महादेव,1.1.32.2.2,स्वर्गवर्गः,शिवः,shiva
2841,विरूपाक्ष,1.1.32.2.3,स्वर्गवर्गः,शिवः,shiva
2851,त्रिलोचन,1.1.32.2.4,स्वर्गवर्गः,शिवः,shiva
2861,कृशानुरेतस्,1.1.33.1.1,स्वर्गवर्गः,शिवः,shiva
2871,सर्वज्ञ,1.1.33.1.2,स्वर्गवर्गः,शिवः,shiva
2881,धूर्जटि,1.1.33.1.3,स्वर्गवर्गः,शिवः,shiva
2891,नीललोहित,1.1.33.1.4,स्वर्गवर्गः,शिवः,shiva
2901,हर,1.1.33.2.1,स्वर्गवर्गः,शिवः,shiva
2911,स्मरहर,1.1.33.2.2,स्वर्गवर्गः,शिवः,shiva
2921,भर्ग,1.1.33.2.3,स्वर्गवर्गः,शिवः,shiva
2931,त्र्यम्बक,1.1.33.2.4,स्वर्गवर्गः,शिवः,shiva
